CVE-2003-0727|allowedAction({local,user},cause,{denial,service}) 
CVE-2009-1912|allowedAction({attacker,remote},include,{local,arbitrary}) 
CVE-2009-1913|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1915|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1916|allowedAction({attacker,remote},execute,{command,arbitrary}) 
CVE-2009-1917|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1918|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1919|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1920|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1922|allowedAction({local,user},gain,{privilege}) 
CVE-2009-1923|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1924|allowedAction({partner,wins,remote,replication},execute,{code,arbitrary}) 
CVE-2009-1925|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1926|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1928|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1929|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1930|
CVE-2009-1932|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1936|allowedAction({attacker,remote},bypass,{protection,mechanism}) 
CVE-2009-1941|allowedAction({attacker,remote},download,{database}) allowedAction({attacker,remote},obtain,{sensitive,information}) 
CVE-2009-1944|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-1945|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1946|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2009-1947|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1948|allowedAction({attacker,remote},read,{arbitrary}) 
CVE-2009-1949|allowedAction({attacker,remote},obtain,{information,sensitive}) 
CVE-2009-1950|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-1951|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-1952|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-1955|
CVE-2009-1956|allowedAction({attacker,remote},obtain,{sensitive,information}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-1960|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-2003|allowedAction({attacker,remote},bypass,{access,authentication,administrative,gain}) 
CVE-2009-2010|
CVE-2009-2011|allowedAction({attacker,remote},execute,{command,arbitrary}) 
CVE-2009-2013|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2014|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2015|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-2016|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2017|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2018|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2019|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2020|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-2021|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2022|allowedAction({attacker,remote},download,{file,database}) allowedAction({attacker,remote},obtain,{sensitive,information}) 
CVE-2009-2023|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2024|allowedAction({attacker,remote},download,{file,database}) allowedAction({attacker,remote},obtain,{username}) allowedAction({attacker,remote},obtain,{password}) 
CVE-2009-2025|
CVE-2009-2029|
CVE-2009-2033|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-2034|
CVE-2009-2036|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2037|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-2040|allowedAction({attacker,remote},bypass,{authentication}) allowedAction({attacker,remote},create,{account,administrative}) 
CVE-2009-2049|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-2080|allowedAction({attacker,remote},obtain,{sensitive,configuration}) 
CVE-2009-2081|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-2095|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2009-2096|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2098|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2099|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2100|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-2101|allowedAction({attacker,remote},delete,{file,arbitrary}) 
CVE-2009-2102|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2109|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-2110|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-2111|allowedAction({attacker,remote},inject,{code,PHP,arbitrary}) 
CVE-2009-2112|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-2113|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2117|allowedAction({attacker,remote},bypass,{authentication}) allowedAction({attacker,remote},obtain,{access,administrative}) 
CVE-2009-2120|
CVE-2009-2122|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2123|allowedAction({attacker,remote},execute,{inc/login,arbitrary}) 
CVE-2009-2124|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-2127|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-2129|allowedAction({attacker,remote},hijack,{authentication,user,arbitrary}) 
CVE-2009-2130|allowedAction({attacker,remote},read,{source,code,PHP,login.ei}) 
CVE-2009-2131|
CVE-2009-2133|
CVE-2009-2134|allowedAction({attacker,remote},obtain,{information,sensitive}) 
CVE-2009-2135|allowedAction({local,user},cause,{denial,service}) 
CVE-2009-2138|allowedAction({attacker,remote},redirect,{user}) allowedAction({attacker,remote},conduct,{attack,phish}) 
CVE-2009-2141|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-2142|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2143|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2009-2145|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) allowedAction({attacker,remote},inject,{action,parameter}) allowedAction({attacker,remote},inject,{parameter,nodeid}) allowedAction({attacker,remote},allow,{authenticate,remote,user}) 
CVE-2009-2147|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2148|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2149|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-2150|allowedAction({attacker,remote},hijack,{certain,authentication,user}) 
CVE-2009-2151|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-2152|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2153|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-2154|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2156|allowedAction({attacker,remote},inject,{todayactive,parameter}) allowedAction({authenticate,remote,user},inject,{web,script,arbitrary}) allowedAction({authenticate,remote,user},inject,{HTML}) 
CVE-2009-2157||
CVE-2009-2159|allowedAction({attacker,remote},create,{backup,database}) 
CVE-2009-2160|allowedAction({attacker,remote},obtain,{other}) allowedAction({attacker,remote},obtain,{configuration}) 
CVE-2009-2161|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-2164|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2009-2166|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-2167|
CVE-2009-2168|allowedAction({attacker,remote},bypass,{authentication}) 
CVE-2009-2172|allowedAction({register,remote,user},inject,{web,script,arbitrary}) allowedAction({register,remote,user},inject,{HTML}) 
CVE-2009-2173|
CVE-2009-2176|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2009-2177|allowedAction({attacker,remote},conduct,{directory,attack,traversal}) allowedAction({attacker,remote},overwrite,{file,arbitrary}) 
CVE-2009-2178|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-2179|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2180|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2009-2181|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2009-2182|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) allowedAction({attacker,remote},execute,{camp_html.php}) allowedAction({attacker,remote},execute,{autopublish_del.php}) 
CVE-2009-2183|allowedAction({attacker,remote},execute,{local,file,arbitrary}) 
CVE-2009-2184|
CVE-2009-2185|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-2202|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},execute,{movie,file}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-2203|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2009-2209|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2009-2210|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2009-3342|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2010-0022|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2010-1818|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2010-1881|allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2010-3049|allowedAction({local,user},cause,{denial,service}) 
CVE-2010-3050|
CVE-2010-3886|allowedAction({attacker,remote},obtain,{sensitive,information}) 
CVE-2011-0036|
CVE-2011-0101|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2011-1236|allowedAction({local,user},gain,{privilege}) 
CVE-2011-3074|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},have,{impact,other,unspecified}) 
CVE-2011-4667|allowedAction({attacker,remote},obtain,{unencrypted,packet}) 
CVE-2012-0068|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2012-1851|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2012-6706|
CVE-2013-0019|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2013-2383|allowedAction({attacker,remote},affect,{confidentiality}) allowedAction({attacker,remote},affect,{integrity}) allowedAction({attacker,remote},affect,{availability}) 
CVE-2013-6837|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2013-7429|allowedAction({attacker,remote},conduct,{xml,attack,injection}) 
CVE-2014-0997|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2014-2029|allowedAction({attacker,man-in-the-middle},obtain,{information,sensitive}) allowedAction({attacker,man-in-the-middle},execute,{code,arbitrary}) 
CVE-2014-3583|allowedAction({remote,fastcgi,server},cause,{denial,service}) 
CVE-2014-5362|
CVE-2014-8156|allowedAction({local,user},cause,{denial,service}) allowedAction({local,user},execute,{code,arbitrary}) 
CVE-2014-8170|
CVE-2014-8596|
CVE-2014-8878|allowedAction({attacker,remote},obtain,{information,sensitive}) 
CVE-2014-8889|allowedAction({attacker,remote},obtain,{sensitive,information}) allowedAction({attacker,remote},obtain,{sensitive,information}) 
CVE-2014-9463|
CVE-2014-9610|allowedAction({attacker,remote},bypass,{authentication}) allowedAction({attacker,remote},remove,{IP,address}) 
CVE-2014-9611|allowedAction({attacker,remote},bypass,{authentication}) allowedAction({attacker,remote},create,{account,arbitrary}) allowedAction({attacker,remote},create,{policy}) 
CVE-2014-9616|allowedAction({attacker,remote},obtain,{information,sensitive}) 
CVE-2014-9618|allowedAction({attacker,remote},bypass,{authentication}) allowedAction({attacker,remote},create,{profile,arbitrary}) 
CVE-2014-9619|
CVE-2014-9686|
CVE-2015-0110|
CVE-2015-0162|allowedAction({local,user},gain,{privilege}) 
CVE-2015-0238|allowedAction({attacker},obtain,{process,information,listing}) 
CVE-2015-0874|allowedAction({attacker,man-in-the-middle},obtain,{sensitive,information}) 
CVE-2015-1027|
CVE-2015-1329|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2015-1336|allowedAction({local,user},gain,{privilege}) 
CVE-2015-1474|allowedAction({attacker},gain,{privilege}) allowedAction({attacker},cause,{denial,service}) 
CVE-2015-1526|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2015-1528|allowedAction({attacker},obtain,{privilege}) allowedAction({attacker},cause,{denial,service}) 
CVE-2015-1537|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2015-1854|allowedAction({attacker},bypass,{access,restriction,intended}) allowedAction({attacker},modify,{directory,entry}) 
CVE-2015-1864|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2015-1865|allowedAction({local,user},delete,{file,arbitrary}) 
CVE-2015-2591|
CVE-2015-2826|allowedAction({attacker,remote},obtain,{information,sensitive}) 
CVE-2015-3138|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2015-3162|
CVE-2015-3248|allowedAction({local,user},fill,{filesystem}) allowedAction({local,user},cause,{denial,service}) 
CVE-2015-3296|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2015-3299|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2015-3321|allowedAction({local,user},invalidate,{local,check}) allowedAction({local,user},gain,{privilege}) 
CVE-2015-3419|
CVE-2015-3431|allowedAction({attacker,remote},execute,{command,arbitrary}) 
CVE-2015-3643|allowedAction({local,user},gain,{privilege}) 
CVE-2015-3880|allowedAction({attacker,remote},redirect,{Chrome,Google,user}) 
CVE-2015-4089|allowedAction({attacker,remote},hijack,{authentication,unspecified,victim}) 
CVE-2015-4523|allowedAction({attacker,remote},bypass,{machine,protection,virtual,mechanism}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2015-4668|allowedAction({attacker,remote},redirect,{user}) allowedAction({attacker,remote},conduct,{attack,phish}) 
CVE-2015-4669|
CVE-2015-4706|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2015-4707|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2015-4852|
CVE-2015-5069|allowedAction({attacker,remote},obtain,{information,sensitive}) 
CVE-2015-5070|allowedAction({attacker,remote},obtain,{information,sensitive}) 
CVE-2015-5181|
CVE-2015-5184|allowedAction({attacker,remote},obtain,{sensitive,information}) allowedAction({attacker,remote},perform,{impact,other,unspecified}) 
CVE-2015-5237|
CVE-2015-5613|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2015-5704|allowedAction({local,user},execute,{shell,command,arbitrary}) 
CVE-2015-5963|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2015-6576|allowedAction({attacker,remote},execute,{code,Java,arbitrary}) 
CVE-2015-6971|allowedAction({local,user},submit,{command}) allowedAction({local,user},gain,{privilege}) 
CVE-2015-7299|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2015-7315|
CVE-2015-7317|
CVE-2015-7318|allowedAction({attacker,remote},inject,{header}) 
CVE-2015-7349|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2015-7357|
CVE-2015-7358|allowedAction({local,user},mount,{volume,encrypted}) 
CVE-2015-7359|allowedAction({local,user},impersonate,{user}) 
CVE-2015-7390|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2015-7391|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2015-7544|
CVE-2015-7670|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2015-7841|allowedAction({attacker,remote},bypass,{access,restriction}) allowedAction({attacker,remote},enter,{command}) 
